Product ID,Customer ID,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Quantity,Price,Discount,Profit,Order Year,Customer Name,Country,Category,Sub-Category
TEC-PH-10003092,LW-16990,9221,CA-2017-162978,4/5/2017,9/5/2017,Standard Class,5,183.96,0.2,20.7,2017,Lindsay Williams,United States,Technology,Phones
FUR-TA-10003473,LW-16990,9096,CA-2017-162978,4/5/2017,9/5/2017,Standard Class,1,300.904,0.2,11.28,2017,Lindsay Williams,United States,Furniture,Tables
OFF-BI-10001890,LW-16990,7928,US-2016-102239,5/5/2016,6/5/2016,First Class,2,5.728,0.2,2.0,2016,Lindsay Williams,United States,Office Supplies,Binders
TEC-PH-10001819,LW-16990,6716,CA-2017-158407,4/6/2017,10/6/2017,Standard Class,2,71.984,0.2,25.19,2017,Lindsay Williams,United States,Technology,Phones
FUR-TA-10003392,LW-16990,6142,US-2016-102239,5/5/2016,6/5/2016,First Class,6,1685.88,0.0,320.32,2016,Lindsay Williams,United States,Furniture,Tables
TEC-AC-10001908,LW-16990,6134,CA-2017-102834,9/3/2017,13/3/2017,Standard Class,2,199.98,0.0,69.99,2017,Lindsay Williams,United States,Technology,Accessories
OFF-PA-10003129,LW-16990,5560,CA-2017-101245,27/11/2017,3/12/2017,Standard Class,5,244.55,0.0,114.94,2017,Lindsay Williams,United States,Office Supplies,Paper
OFF-PA-10002250,LW-16990,5119,CA-2017-162978,4/5/2017,9/5/2017,Standard Class,3,17.61,0.0,8.45,2017,Lindsay Williams,United States,Office Supplies,Paper
FUR-CH-10002965,LW-16990,5056,CA-2017-152142,14/11/2017,19/11/2017,Standard Class,2,321.568,0.2,28.14,2017,Lindsay Williams,United States,Furniture,Chairs
TEC-AC-10001284,LW-16990,4051,CA-2017-101245,27/11/2017,3/12/2017,Standard Class,8,166.16,0.0,59.82,2017,Lindsay Williams,United States,Technology,Accessories
FUR-FU-10001967,LW-16990,1226,CA-2017-158407,4/6/2017,10/6/2017,Standard Class,2,31.984,0.2,2.0,2017,Lindsay Williams,United States,Furniture,Furnishings
OFF-EN-10001335,YS-21880,9834,CA-2015-154291,25/7/2015,29/7/2015,Standard Class,9,98.46,0.0,49.23,2015,Yana Sorensen,United States,Office Supplies,Envelopes
OFF-BI-10004965,YS-21880,9803,CA-2017-160724,5/5/2017,10/5/2017,Standard Class,3,34.5,0.0,15.52,2017,Yana Sorensen,United States,Office Supplies,Binders
OFF-ST-10004186,YS-21880,9782,CA-2015-129532,8/12/2015,12/12/2015,Standard Class,2,221.96,0.0,4.44,2015,Yana Sorensen,United States,Office Supplies,Storage
FUR-CH-10003774,YS-21880,8736,CA-2017-135076,13/4/2017,17/4/2017,Standard Class,6,437.0,0.2,-38.21,2017,Yana Sorensen,United States,Furniture,Chairs
FUR-TA-10002041,YS-21880,6964,CA-2015-154291,25/7/2015,29/7/2015,Standard Class,2,358.58,0.0,39.44,2015,Yana Sorensen,United States,Furniture,Tables
