Product ID,Customer ID,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Quantity,Price,Discount,Profit,Order Year,Customer Name,Country,Category,Sub-Category
FUR-FU-10004864,NS-18640,9585,CA-2016-169824,12/12/2016,17/12/2016,Standard Class,5,60.35,0.0,19.92,2016,Noel Staavos,United States,Furniture,Furnishings
TEC-PH-10001809,NS-18640,9501,CA-2015-123155,9/3/2015,12/3/2015,First Class,3,359.88,0.2,22.49,2015,Noel Staavos,United States,Technology,Phones
OFF-AP-10000576,NS-18640,9472,CA-2016-162187,11/12/2016,11/12/2016,Same Day,4,387.136,0.2,24.2,2016,Noel Staavos,United States,Office Supplies,Appliances
FUR-FU-10001731,NS-18640,9392,US-2015-160563,20/10/2015,24/10/2015,Standard Class,6,16.02,0.0,6.09,2015,Noel Staavos,United States,Furniture,Furnishings
OFF-AP-10001492,NS-18640,9379,US-2015-117492,7/8/2015,9/8/2015,First Class,9,77.58,0.0,20.17,2015,Noel Staavos,United States,Office Supplies,Appliances
OFF-BI-10004970,NS-18640,9033,CA-2015-163895,7/8/2015,11/8/2015,Standard Class,1,3.304,0.2,1.12,2015,Noel Staavos,United States,Office Supplies,Binders
OFF-BI-10000948,NS-18640,8937,CA-2016-131639,17/12/2016,23/12/2016,Standard Class,1,11.416,0.2,3.85,2016,Noel Staavos,United States,Office Supplies,Binders
OFF-PA-10002254,NS-18640,8828,CA-2017-134635,15/4/2017,17/4/2017,Second Class,3,79.14,0.0,36.4,2017,Noel Staavos,United States,Office Supplies,Paper
OFF-ST-10001558,NS-18640,8210,CA-2016-162187,11/12/2016,11/12/2016,Same Day,5,64.96,0.2,-4.06,2016,Noel Staavos,United States,Office Supplies,Storage
OFF-AR-10000462,NS-18640,8054,CA-2016-169824,12/12/2016,17/12/2016,Standard Class,7,11.2,0.0,4.82,2016,Noel Staavos,United States,Office Supplies,Art
OFF-PA-10002787,NS-18640,8027,CA-2017-141614,5/6/2017,9/6/2017,Standard Class,4,20.736,0.2,7.26,2017,Noel Staavos,United States,Office Supplies,Paper
OFF-SU-10000952,NS-18640,7669,CA-2016-169824,12/12/2016,17/12/2016,Standard Class,4,35.52,0.0,9.95,2016,Noel Staavos,United States,Office Supplies,Supplies
FUR-TA-10004147,NS-18640,7218,CA-2014-159338,25/6/2014,28/6/2014,First Class,5,447.84,0.2,11.2,2014,Noel Staavos,United States,Furniture,Tables
FUR-FU-10003601,NS-18640,6770,CA-2016-144645,2/2/2016,8/2/2016,Standard Class,2,73.784,0.6,-77.47,2016,Noel Staavos,United States,Furniture,Furnishings
OFF-LA-10002945,NS-18640,6551,CA-2015-108259,8/11/2015,15/11/2015,Standard Class,1,5.04,0.2,1.64,2015,Noel Staavos,United States,Office Supplies,Labels
OFF-SU-10004782,NS-18640,6263,CA-2016-162187,11/12/2016,11/12/2016,Same Day,2,13.52,0.2,1.69,2016,Noel Staavos,United States,Office Supplies,Supplies
TEC-AC-10002567,NS-18640,5668,US-2015-160563,20/10/2015,24/10/2015,Standard Class,3,239.97,0.0,86.39,2015,Noel Staavos,United States,Technology,Accessories
OFF-AP-10000055,NS-18640,4115,CA-2017-115651,9/7/2017,12/7/2017,First Class,9,58.464,0.8,-146.16,2017,Noel Staavos,United States,Office Supplies,Appliances
FUR-CH-10003298,NS-18640,3895,CA-2016-162187,11/12/2016,11/12/2016,Same Day,5,458.43,0.3,-137.53,2016,Noel Staavos,United States,Furniture,Chairs
OFF-AR-10001130,NS-18640,3829,CA-2017-115651,9/7/2017,12/7/2017,First Class,5,8.84,0.2,2.98,2017,Noel Staavos,United States,Office Supplies,Art
OFF-BI-10001636,NS-18640,3339,CA-2016-131639,17/12/2016,23/12/2016,Standard Class,2,13.488,0.2,4.38,2016,Noel Staavos,United States,Office Supplies,Binders
OFF-BI-10000315,NS-18640,3123,CA-2015-108259,8/11/2015,15/11/2015,Standard Class,7,39.879,0.7,-29.24,2015,Noel Staavos,United States,Office Supplies,Binders
TEC-AC-10002473,NS-18640,2900,CA-2015-123155,9/3/2015,12/3/2015,First Class,5,113.52,0.2,29.8,2015,Noel Staavos,United States,Technology,Accessories
FUR-FU-10000023,NS-18640,2033,CA-2015-108259,8/11/2015,15/11/2015,Standard Class,1,4.712,0.2,1.41,2015,Noel Staavos,United States,Furniture,Furnishings
OFF-FA-10000624,NS-18640,1606,CA-2015-108259,8/11/2015,15/11/2015,Standard Class,11,31.504,0.2,11.81,2015,Noel Staavos,United States,Office Supplies,Fasteners
FUR-TA-10003008,NS-18640,382,CA-2016-162187,11/12/2016,11/12/2016,Same Day,3,328.59,0.4,-148.0,2016,Noel Staavos,United States,Furniture,Tables
OFF-BI-10000829,AS-10225,9700,CA-2017-112515,17/9/2017,21/9/2017,Second Class,3,10.776,0.2,3.5,2017,Alan Schoenberger,United States,Office Supplies,Binders
OFF-BI-10003712,AS-10225,9011,CA-2017-112515,17/9/2017,21/9/2017,Second Class,3,11.784,0.2,4.27,2017,Alan Schoenberger,United States,Office Supplies,Binders
OFF-LA-10001175,AS-10225,8704,CA-2017-112515,17/9/2017,21/9/2017,Second Class,5,14.4,0.0,7.06,2017,Alan Schoenberger,United States,Office Supplies,Labels
FUR-CH-10003774,AS-10225,8702,CA-2014-110408,18/10/2014,20/10/2014,Second Class,6,545.88,0.0,70.96,2014,Alan Schoenberger,United States,Furniture,Chairs
OFF-AP-10002670,AS-10225,7323,CA-2017-117926,8/12/2017,12/12/2017,Second Class,1,69.48,0.0,20.84,2017,Alan Schoenberger,United States,Office Supplies,Appliances
TEC-PH-10002352,AS-10225,6393,CA-2014-110408,18/10/2014,20/10/2014,Second Class,5,1394.95,0.0,362.69,2014,Alan Schoenberger,United States,Technology,Phones
OFF-BI-10004233,AS-10225,5376,CA-2017-112515,17/9/2017,21/9/2017,Second Class,2,25.584,0.2,8.95,2017,Alan Schoenberger,United States,Office Supplies,Binders
TEC-AC-10002942,AS-10225,5267,CA-2016-143154,2/12/2016,8/12/2016,Standard Class,3,165.6,0.2,-6.21,2016,Alan Schoenberger,United States,Technology,Accessories
OFF-PA-10000062,AS-10225,5157,CA-2017-112515,17/9/2017,21/9/2017,Second Class,3,164.88,0.0,80.79,2017,Alan Schoenberger,United States,Office Supplies,Paper
OFF-ST-10001522,AS-10225,3749,CA-2014-110408,18/10/2014,20/10/2014,Second Class,3,275.97,0.0,11.04,2014,Alan Schoenberger,United States,Office Supplies,Storage
FUR-FU-10002671,AS-10225,2825,CA-2015-144253,4/5/2015,9/5/2015,Second Class,2,26.8,0.0,12.86,2015,Alan Schoenberger,United States,Furniture,Furnishings
FUR-BO-10003404,AS-10225,2820,CA-2017-112515,17/9/2017,21/9/2017,Second Class,3,1292.94,0.0,77.58,2017,Alan Schoenberger,United States,Furniture,Bookcases
OFF-ST-10001272,AS-10225,1473,CA-2017-112515,17/9/2017,21/9/2017,Second Class,2,261.74,0.0,65.43,2017,Alan Schoenberger,United States,Office Supplies,Storage
