Customer ID,Customer Name,email,phone,address,Segment,Country,City,State,Postal Code,Region
LW-16990,Lindsay Williams,angelahoward623@gmail.com,853-660-7372x805,"58474 Lopez Port
New Chadtown, IL 55760",Corporate,United States,Monroe,North Carolina,28110.0,South
YS-21880,Yana Sorensen,tylerjones637@gmail.com,912-445-7716x34658,"5856 Nicole Crest Apt. 004
North Christineland, PW 84482",Corporate,United States,Los Angeles,California,90036.0,West
EH-14125,Eugene Hildebrand,karenjacobs432@gmail.com,#ERROR!,"589 Stacey Prairie Suite 695
East Justin, DC 94097",Home Office,United States,Philadelphia,Pennsylvania,19140.0,East
BT-11305,"Beth Tho098-.,;;mpson",audreyrichardson371@gmail.com,-3305,"589 Wilson Club
North Lisaside, DE 98079",Home Office,United States,Superior,Wisconsin,54880.0,Central
EB-13750,Edward Becker,thomashickman353@gmail.com,(300)852-8375x7146,"58996 Anthony Trafficway Suite 095
Port Melissa, MT 84143",Corporate,United States,Plantation,Florida,33317.0,South
KH-16630,Ken Heidel,randyelliott568@gmail.com,709-181-6245x66499,"59023 Boyd Forest Apt. 266
Port Davidmouth, CT 34959",Corporate,United States,Clinton,Maryland,20735.0,East
EM-14095,Eudokia Martin,markstewart528@gmail.com,5087731130,"594 Cheyenne Heights Apt. 511
Rileyland, IL 73967",Corporate,United States,Springfield,Virginia,22153.0,South
MH-17290,Marc Harrigan,anthonysmith783@gmail.com,#ERROR!,"5949 Nancy Road
Lake Todd, MD 59856",Home Office,United States,Los Angeles,California,90036.0,West
AR-10510,Andrew Roberts,janiceroman109@gmail.com,(185)406-7142x057,"5953 Gill Centers
Masontown, MI 39024",Consumer,United States,Philadelphia,Pennsylvania,19134.0,East
TC-21295,Toby Carlisle,dianaherring411@gmail.com,#ERROR!,"5955 Jennifer Lakes Apt. 153
South Kevin, MP 42733",Consumer,United States,San Diego,California,92024.0,West
FC-14335,Fred Chung,matthewhogan675@gmail.com,224.046.5899x6684,"5955 Jessica Cove
East Ginaburgh, MN 19795",Corporate,United States,Pueblo,Colorado,81001.0,West
JR-16210,Justin Ritter,jonathanclark863@gmail.com,293-097-5033x062,"59694 Kenneth Orchard
South Brendaport, CA 29492",Corporate,United States,Columbus,Indiana,47201.0,Central
DP-13105,Dave Poirier,michaellopez745@gmail.com,534-497-4017,"598 Ashley Run
Brownmouth, NH 20431",Corporate,United States,Philadelphia,Pennsylvania,19134.0,East
KS-16300,Karen Seio,jefferypeterson263@gmail.com,001-450-530-0545,"603 Sophia Harbors Apt. 633
Edwardfurt, CO 20814",Corporate,United States,Columbus,Georgia,31907.0,South
DW-13540,Don Weiss,markrivers649@gmail.com,696-932-2805,"60437 Williams Stream Apt. 817
Emilymouth, GA 94269",Consumer,United States,Seattle,Washington,98105.0,West
PJ-19015,Pauline Johnson,julierogers229@gmail.com,617-913-2741x3442,"6063 Bender Mountains Suite 816
Phillipside, NM 15455",Consumer,United States,New York City,New York,10024.0,East
JS-15940,Joni Sundaresam,melissawilson600@gmail.com,(879)655-4559,"60749 Javier View Apt. 637
North Chad, HI 53479",Home Office,United States,Lancaster,Ohio,43130.0,East
SG-20080,Sandra Glassco,philipvargas623@gmail.com,001-699-396-4378,"608 Joseph Groves
New Damon, MN 88274",Consumer,United States,Redlands,California,92374.0,West
AG-10390,Allen Goldenen,codylyons721@gmail.com,271-660-8219,"60971 Carrillo Square Suite 141
New Kimberlybury, AS 02128",Consumer,United States,Cincinnati,Ohio,45231.0,East
NG-18355,Nat Gilpin,amandaromero232@gmail.com,639-800-7127x57046,"610 Proctor Ferry Apt. 716
Ellenberg, PR 37379",Corporate,United States,Newark,Ohio,43055.0,East
TP-21415,Tom Prescott,elizabethsmith907@gmail.com,166-686-4193x396,"61342 Young Rapid
Christopherview, SD 86138",Consumer,United States,Dallas,Texas,75081.0,Central
KW-16570,Kelly Williams,thomasjuarez767@gmail.com,4982595836,"6136 Richard Highway Apt. 549
Andersonshire, DC 71714",Consumer,United States,San Francisco,California,94109.0,West
SW-20350,Sean Wendt,michaeloneill104@gmail.com,963-127-0885x0803,"6140 Perez Roads
Riceburgh, WV 86831",Home Office,United States,Detroit,Michigan,48227.0,Central
VS-21820,Vivek Sundaresam,rickymoore327@gmail.com,001-928-253-4207x100,"61706 Simmons Rapid Apt. 512
New Kimberly, LA 76265",Consumer,United States,Huntsville,Texas,77340.0,Central
DR-12940,Daniel Raglin,donnabird513@gmail.com,870.750.2788x2602,"6235 Navarro Glens
New Meghan, MO 39149",Home Office,United States,Lake Charles,Louisiana,70601.0,South
KN-16450,Kean Nguyen,davidevans781@gmail.com,170.472.0219x907,"62555 Kaiser Forges Apt. 508
Rodriguezland, NH 83528",Corporate,United States,Redondo Beach,California,90278.0,West
RM-19675,Robert Marley,geraldmorgan444@gmail.com,001-588-303-5808x756,"62592 Barnes Light Suite 315
Lake Martinside, NH 72281",Home Office,United States,Monroe,Louisiana,71203.0,South
CB-12415,Christy Brittain,brittanymiller293@gmail.com,(541)625-0778,"629 Green Cliff Apt. 429
Jasonville, SC 85081",Consumer,United States,Chicago,Illinois,60653.0,Central
BD-11725,Bruce Degenhardt,brittanyhanna710@gmail.com,297.073.5349x419,"62994 Lindsey Estate
Lake Christine, VA 10667",Consumer,United States,Lafayette,Louisiana,70506.0,South
BP-11155,[]-=;''Becky Pak,brianolson853@gmail.com,(767)436-0931x540,"630 Jacobs Courts Apt. 366
Carrollshire, MH 92998",Consumer,United States,New York City,New York,10011.0,East
NP-18325,,jeffreyneal983@gmail.com,930.466.2609,"63064 Crystal Springs
West Charlesland, WI 73915",Consumer,United States,New York City,New York,10024.0,East
MH-18115,Mick Hernandez,michaelolsen664@gmail.com,#ERROR!,"63069 Crystal Row
Barrychester, SD 38674",Home Office,United States,Pharr,Texas,78577.0,Central
DJ-13420,Denny Joy,brittanygolden929@gmail.com,9763663154,"63249 Brian Lock
Smithberg, MT 45202",Corporate,United States,Warner Robins,Georgia,31088.0,South
DM-12955,Dario Medina,zacharydavis304@gmail.com,154.021.7155x5483,"6344 Howard Valley
Lake Robert, PR 95403",Corporate,United States,Yuma,Arizona,85364.0,West
GP-14740,Guy Phonely,davidtownsend983@gmail.com,001-025-487-2679x67146,"635 Nixon Fields Apt. 774
Harrisonton, AR 27316",Corporate,United States,Leominster,Massachusetts,1453.0,East
BN-11470,Brad Norvell,alyssawalker255@gmail.com,013-078-8928x46126,"6351 Stevens Viaduct Apt. 798
Angelaview, NJ 85260",Corporate,United States,Cary,North Carolina,27511.0,South
SG-20890,Susan Gilcrest,jonathancaldwell409@gmail.com,001-215-759-0112x6382,"63600 Valerie Rapids
New Josephbury, AK 36829",Corporate,United States,Mcallen,Texas,78501.0,Central
TP-21130,Theone Pippenger,anthonygutierrez407@gmail.com,980-991-6551x0673,"637 Nicole Valleys Apt. 418
Michaelstad, OK 30131",Consumer,United States,Detroit,Michigan,48227.0,Central
DK-13090,Dave Kipp,nicolemcintyre424@gmail.com,(395)369-5742,"63757 Morgan Turnpike Suite 661
Lisabury, KY 98744",Consumer,United States,Orlando,Florida,32839.0,South
BB-11545,Brenda Bowman,hannahwu194@gmail.com,#ERROR!,"63827 Justin Estate
Lake Susanbury, TN 74666",Corporate,United States,Oakland,California,94601.0,West
BG-11740,B*#^%ruce Geld,johncruz574@gmail.com,201-772-5754x23993,"6419 Scott Streets
Christinehaven, VI 84128",Consumer,United States,Bakersfield,California,93309.0,West
JW-15955,Joni Wa55erman,danielmoore915@gmail.com,578.001.1587,"643 Javier Drives
Gonzalesburgh, NY 28012",Consumer,United States,Philadelphia,Pennsylvania,19120.0,East
SN-20710,Steve Nguyen,nathannelson356@gmail.com,3922014858,"64364 Gibson Parks
Craneborough, TX 85205",Home Office,United States,Covington,Washington,98042.0,West
AA-10375,Allen Armold,garymoore386@gmail.com,221.945.4191x8872,"6450 John Lodge
Territon, KY 95945",Consumer,United States,Atlanta,Georgia,30318.0,South
GR-14560,Georgia Rosenberg,lisacollins933@gmail.com,252-008-9380,"64550 Medina Vista Suite 142
Lake Kelly, AS 64979",Corporate,United States,San Francisco,California,94110.0,West
SR-20740,Steven Roelle,douglaswright254@gmail.com,248.283.8475,"6459 Wilkins Crossroad
South Moniquemouth, WA 95796",Home Office,United States,New York City,New York,10024.0,East
TT-21265,Tim Taslimi,abigailmiddleton517@gmail.com,359.948.2563x84650,"64665 Vaughn Walk
Lake Stevenmouth, PA 88651",Corporate,United States,New York City,New York,10024.0,East
EG-13900,Emily Grady,jaywilliams210@gmail.com,001-565-075-2926x980,"64704 Karl Spur
North Aprilland, TN 68283",Consumer,United States,Oceanside,New York,11572.0,East
BD-11500,Bradley Drucker,desireewebster750@gmail.com,357-484-2941x0453,"648 Garcia Light Apt. 666
Prestonberg, AK 20231",Consumer,United States,Richmond,Virginia,23223.0,South
CM-12235,Chris McAfee,ryanmurray936@gmail.com,-1528,"64878 Brown Cape
Zamorastad, NM 42037",Consumer,United States,Phoenix,Arizona,85023.0,West
TC-21475,Tony Chapman,connorbauer137@gmail.com,001-855-849-4774x954,"6504 Cole Estates
Mckinneybury, PA 48366",Home Office,United States,Fort Collins,Colorado,80525.0,West
CC-12220,Chris Cortes,mirandawilliams964@gmail.com,6448376611,"65122 Wagner Mission Suite 100
Mariastad, MP 24086",Consumer,United States,Los Angeles,California,90032.0,West
JC-16105,Julie Creighton,nancydean897@gmail.com,001-963-662-1915x5261,"652 Perez Wall Apt. 349
Perryhaven, MO 58644",Corporate,United States,Rochester,New York,14609.0,East
NC-18340,Nat Carroll,maryharris698@gmail.com,101.363.5697x0599,"65401 Pollard Pines
Lake Barbarafurt, KS 55063",Consumer,United States,Lansing,Michigan,48911.0,Central
FW-14395,Fred Wa55erman,natashagallegos834@gmail.com,735.680.1660,"660 Camacho Station
Kathrynchester, DC 34001",Corporate,United States,New York City,New York,10011.0,East
CA-12775,"Cynthia A;,.[]rntzen",stephensharp521@gmail.com,001-839-244-6518x8548,"66083 Harris Vista Apt. 790
North Karen, VT 95276",Consumer,United States,Detroit,Michigan,48205.0,Central
TB-21250,Tim Brockman,robinmorgan939@gmail.com,(935)996-6793,"662 Martinez Junction
Brucefort, MN 31840",Consumer,United States,Seattle,Washington,98103.0,West
PB-19150,Philip Brown,maryperkins821@gmail.com,093-415-0249,"6638 Patton Isle
Markbury, NY 03891",Consumer,United States,New York City,New York,10009.0,East
AB-10165,Alan Barnes,kentweaver695@gmail.com,(000)101-6979x011,"6644 Mitchell Burg
Victorhaven, KS 66356",Consumer,United States,Toledo,Ohio,43615.0,East
AJ-10960,Astrea Jones,jonathanmiddleton724@gmail.com,029.750.6082,"6657 Sabrina Point Suite 915
New Robert, MD 65031",Consumer,United States,New York City,New York,10035.0,East
CB-12535,Claudia Bergmann,sabrinamclaughlin622@gmail.com,(356)346-0597,"667 Dan Alley
Barryton, NJ 65271",Corporate,United States,Camarillo,California,93010.0,West
HH-15010,Hilary Holden,alexandrathompson540@gmail.com,426-005-3897,"66804 Miller Prairie Apt. 112
West Williamhaven, TX 23964",Corporate,United States,San Francisco,California,94110.0,West
SP-20920,Susan Pistek,dennisthompson800@gmail.com,(303)922-5187x767,"6708 Monique Stream
South Tiffany, OR 29241",Consumer,United States,Columbus,Ohio,43229.0,East
DL-13315,Delfina Latchford,thomasguzman176@gmail.com,001-636-857-6472,"675 Michael Land
Hillburgh, MP 53322",Consumer,United States,Chicago,Illinois,60653.0,Central
TB-21355,Todd Boyes,suzanneschmidt937@gmail.com,(061)821-5901,"6793 Deleon Haven
Elliottbury, NM 56577",Corporate,United States,Houston,Texas,77041.0,Central
MY-17380,Maribeth Yedwab,jacobdixon509@gmail.com,#ERROR!,"6801 Schultz Crossroad
Lindseyhaven, MA 37157",Corporate,United States,Parker,Colorado,80134.0,West
MS-17770,Maxwell Schwartz,tinamedina106@gmail.com,#ERROR!,"68063 Alvarez Village
Kimberlyfurt, NH 80799",Consumer,United States,Rochester,New York,14609.0,East
KA-16525,Kelly Andreada,juliehall290@gmail.com,(297)024-6359,"68302 Danny Rue
Thompsonberg, OK 40204",Consumer,United States,San Diego,California,92037.0,West
EJ-13720,Ed Jacobs,paulunderwood405@gmail.com,782227663,"68392 Jacob Corner
Heidiburgh, GA 98749",Consumer,United States,Los Angeles,California,90008.0,West
SC-20020,Sam Craven,ryanwilliamson403@gmail.com,(338)740-8156,"6848 Alex Ford Apt. 665
Rogerborough, MI 60699",Consumer,United States,Plano,Texas,75023.0,Central
PB-19210,Phillip Breyer,amberrivera823@gmail.com,311-263-6049x7995,"68833 Reed Fords
West Andrea, FL 79976",Corporate,United States,Tulsa,Oklahoma,74133.0,Central
SL-20155,Sara Luxemburg,jacquelinecook436@gmail.com,971-291-1386x1226,"68918 Obrien Glen Apt. 566
Newmanbury, PA 85757",Home Office,United States,Jacksonville,Florida,32216.0,South
SC-20050,Sample Company A,richardbrown596@gmail.com,#ERROR!,"6894 Spears Landing Suite 743
East Gregory, MT 05535",Home Office,United States,La Mesa,California,91941.0,West
AH-10585,Angele Hood,patriciaparker125@gmail.com,505.913.8048,"69076 James Lights
Jeremyton, ID 40460",Consumer,United States,Seattle,Washington,98105.0,West
SS-20410,Shahi  Shariari,alexanderrodriguez847@gmail.com,(752)314-9555,"691 Brewer Cliff Suite 717
Ryanport, ID 05885",Consumer,United States,Atlanta,Georgia,30318.0,South
ST-20530,Shui Tom,michaelpalmer470@gmail.com,642.894.7735,"69238 Travis Ramp
Michelleberg, VT 47459",Consumer,United States,Macon,Georgia,31204.0,South
BW-11110,Bart Watters,robinsnyder713@gmail.com,(582)599-3854x61399,"693 Wilkerson Stream
Lake Patricia, SD 10979",Corporate,United States,San Diego,California,92105.0,West
DB-13120,David Bremer,davidarnold861@gmail.com,#ERROR!,"69335 Bradley Club Apt. 089
Lake David, FL 57220",Corporate,United States,Tampa,Florida,33614.0,South
BT-11680,Brian Thompson,rhondaflores754@gmail.com,-9550,"695 Weeks Pike Suite 709
Elizabethport, PA 64690",Consumer,United States,Clinton,Maryland,20735.0,East
PG-18895,Paul Gonzalez,jordananderson316@gmail.com,-8478,"696 Ellen Flat
West Jameshaven, CA 21887",Consumer,United States,Los Angeles,California,90008.0,West
LW-17125,Liz Willingham,jackstephens534@gmail.com,#ERROR!,"69601 Aaron Fort Apt. 473
Kellerport, AR 49203",Consumer,United States,Norwich,Connecticut,6360.0,East
TN-21040,Tanja Norvell,robertonichols457@gmail.com,001-894-733-3951,"698 Martin Rapids
Denisemouth, OK 75966",Home Office,United States,Phoenix,Arizona,85023.0,West
CS-12175,Charles Sheldon,tiffanybowers561@gmail.com,644-058-3831x187,"700 Johnson Path Suite 935
New David, PW 75426",Corporate,United States,San Francisco,California,94122.0,West
JS-16030,Joy Smith,cynthiasmith967@gmail.com,001-788-075-5047,"7008 Martinez Haven Apt. 015
North Amandastad, VA 54060",Consumer,United States,Hattiesburg,Mississippi,39401.0,South
LS-17200,Luke Schmidt,kimberlyweaver772@gmail.com,614-684-8227x52014,"702 Roy Manors
West Courtneytown, NV 45372",Corporate,United States,Texarkana,Arkansas,71854.0,South
RS-19870,Roy Skaria,richardsmith298@gmail.com,262-766-0494,"703 Fisher Groves Suite 113
Greenton, OR 19194",Home Office,United States,Philadelphia,Pennsylvania,19120.0,East
